Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5449811,"PTZ Camera,42inch LED Monitor,4 TB DVR or NVR,UPS 10 KVA,UTP Cable,8 Port Switch,CCTV Camera",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 13:44:02,GEM BOT
GEM_2024_B_5450378,"Wired Microphone,Video Conferencing Camera / Web Camera",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 13:18:06,GEM BOT
GEM_2024_B_5452143,Installation and Commissioning Charges for CCTV Cameras (Accessories),Ministry of Education Department of Higher Education,rejected,,09-11-2024 13:02:16,GEM BOT
GEM_2024_B_5452975,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Remote Video Monitoring, Event Video Surveillance",Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 05:11:38,GEM BOT
GEM_2024_B_5454999,Custom Bid for Services - ATM EFT SWITCH  DEBIT CARD MANAGEMENT SOLUTION,Ministry of Finance REGIONAL RURAL BANKS,rejected,New-Corrigendum,08-10-2024 06:07:25,GEM BOT
GEM_2024_B_5455324,"desktop mini pc,desktop all in one pc,online ups 05 kva with power bank,interactive board,networkin",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,08-10-2024 05:32:45,GEM BOT
GEM_2024_B_5455679,Q - Switched NDYAG Laser,Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,New-Corrigendum,03-10-2024 16:58:30,GEM BOT
GEM_2024_B_5456207,"Layer 2 Access Switch (V2),Layer 2 Access Switch (V2),CAT 6 Cable for Outdoor,CAT 6 Information out",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,24-10-2024 05:11:17,GEM BOT
GEM_2024_B_5457597,"Switch Socket Comb with gangbox 5 Pin 15 Amp,Casing Caping 32MM,Nails Iron 2 Inch,U Clamp 1oblique ",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 16:46:47,GEM BOT
GEM_2024_B_5458826,"Annual Maintenance Contract for Networking Devices (Version 2) - Routers; CISCO,Annual Maintenance ",Ministry of Corporate Affairs NA,rejected,New-Corrigendum,09-10-2024 13:03:06,GEM BOT
GEM_2024_B_5459689,"CP Plus Four MP fifty Mtr Outdoor IP Camera,CP Plus sixteen CH sixteen Port NVR,WD eight TB Survill",Ministry of Defence Department of Military Affairs,rejected,,27-10-2024 05:03:36,GEM BOT
GEM_2024_B_5459973,"Online UPS (V2),CAT 6 Information outlet,Cat 6 Patch Panel (V2),Layer 2 Access Switch (V2),Cat 6 Pa",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:15:56,GEM BOT
GEM_2024_B_5460204,"Design, Manufacturing, supply and commissioning of electric motor Hydraulic Control three phase tra",Ministry of Railways Indian Railways,rejected,New-Corrigendum,03-10-2024 13:56:36,GEM BOT
GEM_2024_B_5460961,Cables suitable for CCTV System (Accessories),Technical Education Training and Skill Development Department West Bengal,rejected,New-Corrigendum,08-10-2024 05:25:45,GEM BOT
GEM_2024_B_5462364,"ANPR AI Camera with Accessories Civil Work and Installation charges,Iron Pole 20 Feet,Hard Disk 32 ",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,21-10-2024 13:08:11,GEM BOT
GEM_2024_B_5463136,"AMC of Integrated Security and Surveillance System - Outdoor Perimeter Security, Annual Maintenance",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 14:58:05,GEM BOT
GEM_2024_B_5463155,"Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Hard disk drives,Television (TV) (V",Home Department Odisha,rejected,New-Corrigendum,22-10-2024 13:03:43,GEM BOT
GEM_2024_B_5463203,"LV7 MG 1111982000 Bolt,LV6 MT7 2998380050 Bearing,LV7 MG 3749580000 Seat switch,LV7 MG 41411M75M10 ",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 17:09:35,GEM BOT
GEM_2024_B_5463378,"LV7 MPVY 015L05200 Rocker switch,LV7 STLN 5340720000660 Plunger detent,LV7 STLN 24646330023UC Sprin",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,03-10-2024 17:12:06,GEM BOT
GEM_2024_B_5467843,"KVM Switch,Networking / Server Rack,Projector Mounting Stand (V2)",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:10:23,GEM BOT
GEM_2024_B_5467866,"DISPLAY INTERACTIVE PANEL,STAND MOUNT,ONLINE UPS 5KVA,HDMI SWITCHER,HDMI CABLE,SPEAKER SET,NAS DEVI",Ministry of Defence Department of Military Affairs,rejected,Open,24-10-2024 05:16:51,GEM BOT
GEM_2024_B_5468543,Custom Bid for Services - REWIRINGRESTRUCTURE OF IMMOLS NETWORK CABLE,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,08-10-2024 05:30:25,GEM BOT
GEM_2024_B_5468702,AMC of Integrated Security and Surveillance System - Health Monitoring Solution for CCTV System; Co,Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:11:41,GEM BOT
GEM_2024_B_5469101,"Annual Maintenance Service - Desktops,  Laptops and Peripherals - Desktop Printer UPS LAN WAN Servi",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:10:57,GEM BOT
GEM_2024_B_5469918,AMC of Integrated Security and Surveillance System - Comprehensive maintenance of large CCTV system,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,30-10-2024 05:09:06,GEM BOT
GEM_2024_B_5470114,"Server,Computer,POE Switches,Rack,MFM Printers,NAS,UPS,Poltter",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:22:17,GEM BOT
GEM_2024_B_5470414,"DC SWITCH DISCONNECTOR 1250 AMP, 1000 V DC, COMPLETE SET MAKE: TELERGONE MODEL NO. S5-18004PS0+ DS-",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,08-10-2024 05:41:03,GEM BOT
GEM_2024_B_5471608,"DROP-KEEL_4009215700011000055207_3041,DROP KEEL RAILS_4009215700021000055207_3041,ELECT. OPERATED W",Ministry of Defence Department of Defence Production,rejected,New-Corrigendum,08-10-2024 05:10:13,GEM BOT
GEM_2024_B_5471901,Annual Maintenance Contract for Networking Devices (Version 2) - switches wireless access points wi,Technical Education Department Uttar Pradesh,rejected,,07-11-2024 13:06:15,GEM BOT
GEM_2024_B_5471942,"modular electrical switches and accessories,modular electrical switches and accessories,modular ele",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 05:10:02,GEM BOT
GEM_2024_B_5472550,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Theft Prevention, Facility/Asset Protection, Park",Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:10:32,GEM BOT
GEM_2024_B_5472824,Custom Bid for Services - Maintenance Contract of Ms Emerson Network Power India Private Limited Ma,Ministry of Power Contracts and Materials,rejected,New-Corrigendum,08-10-2024 05:31:51,GEM BOT
GEM_2024_B_5473065,Drone,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,13-10-2024 05:02:10,GEM BOT
GEM_2024_B_5473420,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,08-10-2024 05:01:00,GEM BOT
GEM_2024_B_5473483,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Monitor Operations, Airport Surveillance; Recordi",Civil Aviation Department Gujarat,rejected,Open,23-10-2024 13:12:59,GEM BOT
GEM_2024_B_5473909,"High Velocity Water Spray Nozzle,Solenoid Valve,Pressure Switch,Quartzoid Glass Bulb",Ministry of Power Hydro Power,rejected,New-Corrigendum,21-10-2024 13:17:17,GEM BOT
GEM_2024_B_5474450,"LED Panel light square cool white 20W,Module Switch 6Amp,Module Fan Remote controller,Module Fan Re",Ministry of Defence Department of Defence,rejected,New-Corrigendum,08-10-2024 06:00:02,GEM BOT
GEM_2024_B_5475324,"Biosafety Cabinet,Centrifuge tabletop fixed head table top 16 tubes,Automated Coagulometer,Centrifu",Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,New-Corrigendum,08-10-2024 05:03:46,GEM BOT
GEM_2024_B_5475622,"Motor,Landing Gear,Propeller,Frame,Day Camera",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,08-10-2024 05:14:36,GEM BOT
GEM_2024_B_5475924,PTZ Camera for Lingaraj Area MCL,Ministry of Coal COAL INDIA LIMITED,rejected,New-Corrigendum,08-10-2024 13:12:37,GEM BOT
GEM_2024_B_5476049,"Multifunction Machines MFM,Network Attached Storage (NAS) Device,Multifunction Machines MFM",Ministry of Defence Department of Military Affairs,rejected,,14-11-2024 05:48:18,GEM BOT
GEM_2024_B_5476085,"Clutch Plate,Pressure Plate,clutch Release Bearing,Combination Switch,Assy rubber Support front,Hos",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,08-10-2024 06:04:29,GEM BOT
GEM_2024_B_5476747,Layer 3 - Access Switch,Ministry of Labour and Employment NA,rejected,New-Corrigendum,16-10-2024 13:14:20,GEM BOT
GEM_2024_B_5476928,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Forest and Environment Department Odisha,rejected,New-Corrigendum,08-10-2024 05:36:35,GEM BOT
GEM_2024_B_5476946,Digital Camera,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:13:16,GEM BOT
GEM_2024_B_5477553,Camera Trap / Trail Camera (V2),Forest and Environment Department Odisha,rejected,New-Corrigendum,08-10-2024 05:04:16,GEM BOT
GEM_2024_B_5477834,"SOLENOID,SOLENOID for Ambulift,SOLENOID for Ambulift Unit,DETENT ASSY SWITCH,FILTER SUCTION,OUTER F",Ministry of Civil Aviation AI Airport Services Limited,rejected,New-Corrigendum,08-10-2024 05:43:48,GEM BOT
GEM_2024_B_5478196,Dashboard Camera,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,12-11-2024 05:00:29,GEM BOT
GEM_2024_B_5478565,Network Diagnostic Device,Ministry of Defence Department of Defence Production,rejected,New-Corrigendum,10-10-2024 05:08:28,GEM BOT
GEM_2024_B_5479311,"CCTV CAMERA WITH NVR, DISPLAY UNIT AND OTHER ACCESSORIES AND INSTALLATION",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:03:13,GEM BOT
GEM_2024_B_5479434,"Video Recorder for CCTV System (V2),Layer 2 Access Switch (V2)",Panchayats and Rural Housing Department Gujarat,approved,Not Submitted,12-10-2024 05:13:25,GEM BOT
GEM_2024_B_5481794,"Custom Bid for Services - DATA STORAGE,Custom Bid for Services - NETWORK SWITCH MANAGED 48 PORT L2 ",Ministry of Petroleum and Natural Gas NA,approved,Not Submitted,09-10-2024 13:03:25,GEM BOT
GEM_2024_B_5482286,AMC of Integrated Security and Surveillance System - Remote Video Monitoring; Comprehensive; Hardwa,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,New-Corrigendum,09-10-2024 05:04:40,GEM BOT
GEM_2024_B_5482380,"Armature Assy,Field coil assy,Bush plate,Bush set,Solenoid switch,Pinion,Shifting Lever,Regulator,R",Ministry of Defence Department of Defence,rejected,New-Corrigendum,09-10-2024 05:06:36,GEM BOT
GEM_2024_B_5483555,"NVR 32 Channel 4 SATA,8 MP IP Bullet Camera Full HD Night Vision Starlight,4MP IP PTZ Camera Starli",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,27-10-2024 13:03:25,GEM BOT
GEM_2024_B_5483704,Custom Bid for Services - COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT CAMC OF SECURITY SURVEILLANCE E,Ministry of Defence Department of Military Affairs,rejected,Open,25-10-2024 13:19:52,GEM BOT
GEM_2024_B_5484228,"ELECTRIC BUZZER 1 CHANNEL VOLTAGE AS PER HMT SPECIFICATION NO J4B1614009005,SOCKET WITH SWITCH ENCL",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,10-10-2024 05:10:33,GEM BOT
GEM_2024_B_5484233,Custom Bid for Services - AMC OF CCTV CAMERAS,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:07:25,GEM BOT
GEM_2024_B_5484722,Custom Bid for Services - Testing of Switchgear Controlgear Rectifier and GIS Panels and preparatio,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,27-10-2024 13:09:54,GEM BOT
GEM_2024_B_5485650,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:06:33,GEM BOT
GEM_2024_B_5485740,CCTV Camera Setup,Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:05:44,GEM BOT
GEM_2024_B_5485827,"DOME CAMERA,DVR 8 CHANNEL,POWER SUPPLY SMPS,CONNECTING CABLE 90 MTR,BNC CONNECTOR,DC CONNECTOR,1 TB",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,10-10-2024 05:06:18,GEM BOT
GEM_2024_B_5487328,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,10-10-2024 05:01:14,GEM BOT
GEM_2024_B_5487638,CCTV SYSTEM WITH ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:16:49,GEM BOT
GEM_2024_B_5487768,Layer 2 Access Switch (V2),Ministry of Education Department of Higher Education,rejected,,31-10-2024 13:13:23,GEM BOT
GEM_2024_B_5487960,"AMMETER SELECTOR SWITCH 415V 10A,VOLTMTER SELECT SWITCH WITH OFF 10A 415V,ON OFF DC SWITCH 32A 2P 2",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,11-10-2024 13:03:47,GEM BOT
GEM_2024_B_5488450,Supply and Installation of High Speed Camera,Ministry of Education Department of Higher Education,rejected,New-Corrigendum,10-10-2024 13:03:31,GEM BOT
GEM_2024_B_5488881,"eRecruitX Server,MDF Machine Kyocera,Web Camera,Web Camera,Mouse,Keyboard",Ministry of Defence Department of Defence,rejected,,13-11-2024 13:09:57,GEM BOT
GEM_2024_B_5488884,Camera for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,New-Corrigendum,10-10-2024 13:01:36,GEM BOT
GEM_2024_B_5488987,"REPEATER, SWITCH, 2CH, STAHL, MLA, ASHA",Ministry of Chemicals and Fertilizers Department of Fertilizers,rejected,New-Corrigendum,11-10-2024 13:10:49,GEM BOT
GEM_2024_B_5489181,"Electromagnetic Flow Meter IP66/67,Pressure Switch, Pressure Range 2-14 Bar, IP30,Pressure Switch, ",Ministry of Power Hydro Power,rejected,New-Corrigendum,22-10-2024 13:31:35,GEM BOT
GEM_2024_B_5489574,"Head Seal Kit for FLT,Light,Push LED Bulb,Pull Push Switch,Toggle Switch,Rear View Mirror,Master Cy",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,11-10-2024 13:11:11,GEM BOT
GEM_2024_B_5489608,"AMC of Integrated Security and Surveillance System - Remote Video Monitoring, Outdoor Perimeter Sec",Ministry of Defence Department of Defence,rejected,New-Corrigendum,24-10-2024 13:15:55,GEM BOT
GEM_2024_B_5489875,"Limit switches of KSB MIL make, model-496.7,Limit switches of KSB MIL make, model-496.8",PMO Department of Atomic Energy,rejected,New-Corrigendum,27-10-2024 05:13:18,GEM BOT
GEM_2024_B_5490355,Camera Trap / Trail Camera (V2),Forest and Environment Department Odisha,rejected,New-Corrigendum,10-10-2024 13:02:22,GEM BOT
GEM_2024_B_5490367,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Forest and Environment Department Odisha,rejected,New-Corrigendum,10-10-2024 13:15:24,GEM BOT
GEM_2024_B_5490793,"modular electrical enclosure switch board boxes for modular type accessories,modular electrical enc",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:14:06,GEM BOT
GEM_2024_B_5490873,"PR SWITCH, BAUMER, ZDDW-P004-C6-SL-F-1S-G+,PR SWITCH, BAUMER, ZPDW-P002-C6-C6-SL-F-1+",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,rejected,New-Corrigendum,11-10-2024 13:04:51,GEM BOT
GEM_2024_B_5490986,"Cables suitable for CCTV System (Accessories),Cat 6 Cable for Indoor Use",Department of Space Department of Space,rejected,,05-11-2024 13:04:13,GEM BOT
GEM_2024_B_5491029,Wifi Network Connections with hotspot devices FOC,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,New-Corrigendum,24-10-2024 13:14:42,GEM BOT
GEM_2024_B_5491609,Small CCTV Surveillance System (V4),Urban Development Department Uttar Pradesh,rejected,New-Corrigendum,11-10-2024 13:00:54,GEM BOT
GEM_2024_B_5494369,"vibration fork type level switch length-300mm with APPROVAL -ATEX,vibration fork type level switch ",Ministry of Steel NMDC STEEL Limited,rejected,New-Corrigendum,16-10-2024 05:14:51,GEM BOT
GEM_2024_B_5495064,REPAIR OF CCTV WITH ALL ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,12-10-2024 05:12:45,GEM BOT
GEM_2024_B_5495310,"LEVEL SWITCH, CONDUCTIVITY TYPE, TYPE-B, WITH ELECTRONIC UNIT SPEC: HE57051 REV: 05-W96716052089",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,12-10-2024 05:27:10,GEM BOT
GEM_2024_B_5495879,"M2 BOF 6127308 ROD,M2 5930 003689 SWITCH BOX TERMINAL FIRE CONTROL EEUM,M2 5940 002238 TERMINAL BOX",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,15-10-2024 05:05:20,GEM BOT
GEM_2024_B_5497108,Automatic power change over switch,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,New-Corrigendum,16-10-2024 05:17:04,GEM BOT
GEM_2024_B_5497821,"Camera,Software,VPN,Lighting Device,Satellite System",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,20-10-2024 05:01:52,GEM BOT
GEM_2024_B_5498881,"5 MP outdoor varifocal Bullet Camera,4k 16 Channel NVR with 4 TB HDD,32 TB NAS,Media converters,8 P",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:04:29,GEM BOT
GEM_2024_B_5499783,"PC,Printer,MFD,Server,UPS 1 KVA,UPS 5KVA,VPS,LED TV,Visualizer,Network Rack 42U,Network Rack 4U,Man",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,20-10-2024 05:03:56,GEM BOT
GEM_2024_B_5501147,"88 AH 12 Volt Battery,130 AH 12 Volt Battery,150 AH 12 Volt Battery,63 Amp Change over switch,100 A",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:25:24,GEM BOT
GEM_2024_B_5501321,"Electrical Switches 16 Port for Network Connectivity,SMPS Supports power supply to camera through D",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,16-10-2024 05:01:57,GEM BOT
GEM_2024_B_5501427,"Annual Maintenance Contract for Networking Devices (Version 2) - L2 Switch; CISCO,Annual Maintenanc",Ministry of Commerce and Industry Department of Commerce,rejected,,05-11-2024 13:11:12,GEM BOT
GEM_2024_B_5501596,"Layer 2 Access Switch (V2),Layer 2 Access Switch (V2),Layer 2 Access Switch (V2)",Ministry of Education Department of Higher Education,rejected,Open,24-10-2024 05:15:00,GEM BOT
GEM_2024_B_5501794,Spectrum Analyzers and Vector Network Analyzers,Ministry of Civil Aviation Airports Authority of India (AAI),rejected,New-Corrigendum,19-10-2024 05:04:29,GEM BOT
GEM_2024_B_5503485,"STATIC TRANSFER SWITCHES or AUTOMATIC TRANSFER SWITCHES,NETWORK RACK, 4U OR 6U SIZE,8mm SQUARE COPP",Ministry of Civil Aviation Airports Authority of India (AAI),rejected,New-Corrigendum,17-10-2024 13:07:52,GEM BOT
GEM_2024_B_5503599,"CP Plus 8 Port NVR,4MP Camera dome with color night vision with sound capture facility,4MP Camera B",Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 13:04:04,GEM BOT
GEM_2024_B_5503607,Hyperspectral Camera,Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,New-Corrigendum,24-10-2024 13:03:14,GEM BOT
GEM_2024_B_5503956,"RUIJIE Network Switch L2, 48-Port 10/100/1000 BASE-T, and 4 x 1G/10G SFP+ Ports, support Poe/PoE+ ,",Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),rejected,New-Corrigendum,16-10-2024 13:09:55,GEM BOT
GEM_2024_B_5505107,"modular electrical switches and accessories,modular electrical switches and accessories,modular ele",Energy and Petro Chemicals Department Gujarat,rejected,,14-11-2024 06:00:21,GEM BOT
GEM_2024_B_5505582,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Outdoor Perimeter Security; Capture Devices, Reco",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:09:37,GEM BOT
GEM_2024_B_5505590,Custom Bid for Services - Repair of Network Components of Campus Area Network,Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:18:27,GEM BOT
GEM_2024_B_5506061,"Chair,Crockery,Mug,Chair,Chair,Centre Table,Clock,Bottles Steel,LED Tv,Dust Bin,Storage rack,Table,",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 05:12:13,GEM BOT
GEM_2024_B_5506313,"Contactor,Step light switch,Light switch,Relay type 1,Relay type 2,Relay type 3,Head Lamp,Engine st",Ministry of Housing & Urban Affairs (MoHUA) Chennai Metro Rail Ltd,rejected,,10-11-2024 05:10:41,GEM BOT
GEM_2024_B_5506435,Leica LASX Software and K3C Camera for Leica DM2500 Microscope,Ministry of Environment Forest and Climate Change NA,rejected,New-Corrigendum,16-10-2024 13:03:51,GEM BOT
