tender_id,name_of_work,customer,inserted_time,inserted_user_id
2024_HRY_345962_1,"Const of water Tanki in school at Village Pathredi, Langra under Zila Parishad scheme",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Gurugram||SDO Panchayati Raj Pataudi,20-01-2024 06:09:28,HRYtenders GOV NICGEP BOT
2024_HRY_345781_1,Kathlaheri Const. of Langer Hall near Shiv Dham at Village Kathlaheri Block Chirao Scheme Zila Parishad,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Karnal||SDO Panchayati Raj Chirao,20-01-2024 06:10:18,HRYtenders GOV NICGEP BOT
2024_UPPRD_879660_156,Kerakat-Gram Sabha Amahit me Jachcha bachch kedra se Bedprakash Singh ke Dalan tak purv nirmit sadak ka avshesh bhag-C.C.,Panchayati Raj Department||Zila Panchayat Raebareli,20-01-2024 06:07:24,Etenders UP NIC BOT
2024_DEODD_81199_1,"Supply of Videography, Photography, CCTV and Various Materials",Cabinet Election Department||DEOGHAR ELECTION OFFICE,20-01-2024 06:10:29,JKDTenders GOV NICGEP BOT
2024_HRY_345765_1,"Const.of Precast Boundary Wall,MRF for Dumping site in Mustil No 4,7 and Road, GI barbed wire fencing in Mustil No 8 in MC Land Chawan under MC Pataudi Mandi",Haryana Government||Urban Local Bodies||MC Pataudi Mandi,20-01-2024 06:13:48,HRYtenders GOV NICGEP BOT
2024_HRY_345066_1,"ANNUAL MAINTENANCE OF LANDSCAPING WORK OF JUDICIAL COMPLEX PALWAL, MINI SECTT. PALWAL, JUDICIAL COMPLEX HODAL AND JUDICIAL COMPLEX HATHIN IN DISTT. PALWAL FOR THE YEAR 2023-2024. ( SUPPLY OF INPUTS MATERIAL ).",Haryana Government||Engineer-in-Chief PW(B and R) Department||SE Hort. Chd.||EE Hort. Gurugram,20-01-2024 06:21:55,HRYtenders GOV NICGEP BOT
2024_PHE_243037_2,Providing adequate drinking water supply to Alamdar Colony C and Salfiya Lane Bank Lane Malla Bagh Srinagar by way of laying and fitting of 25mm dia pipeline.,PHE||CE PHE Kashmir,20-01-2024 06:18:25,J&KTenders GOV NICGEP BOT
2024_HRY_345505_1,1. CONST. OF GALI FROM MAIN ROAD TO HO SABAR TO MASJID 2CONST. OF IPB STREET FROM MAIN ROAD TO HO JAWED AT VILLAGE TIBBI ARRIYAN 3 CONST OF STREET AND DRAIN FROM PWD ROAD TO HO PARMINDER MUJAFAT KALAN BLOCK PRATAP NAGAR,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Yamunanagar||SDE Panchayati Raj Chhachhrauli,20-01-2024 06:17:33,HRYtenders GOV NICGEP BOT
2024_HRY_345316_1,"INSTALLATION OF LED STREET LIGHTS ON FIRNI AT VILLAGE 1LIJWANA KALAN, 2 GATAULI 3 KARSOLA 4 MALVI 5 SHAMLO KALAN BLOCK JULANA DISTT JIND",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Jind,20-01-2024 06:16:36,HRYtenders GOV NICGEP BOT
2024_UPPRD_879129_147,BLOCK LAHARPUR SULTANPUR LAGE KHARANJE SE LALAN NAGAR LAGE KHARANJE TAK KHARANJA KARYA,Panchayati Raj Department||Zila Panchayat Sitapur,20-01-2024 06:17:37,Etenders UP NIC BOT
2024_HRY_346054_1,"Providing of Portable cabin Shop container with Shutter Minimum Features of the cabin required Fan 02, Tube light 02, Window 01, Shutter 02, 6AMP Switch Socket 06, MCB Box 01, Main Switch Board 01, Lifting Hook 02 under MC Sonipat.",Haryana Government||Urban Local Bodies||MC Sonepat,20-01-2024 06:42:09,HRYtenders GOV NICGEP BOT
2024_TPD_2330_1,"Request for Proposal for Selection of an Urban Planning Consultant for Preparation of Risk Informed GIS Based Master Plan for 17 ULBs in collaboration with Town Planning Department, Government of Manipur.",Town Planning Department,20-01-2024 07:00:23,ManipurTenders GOV NICGEP BOT
2024_DLA_14859_1,Providing RCC slabs to the damaged portion of U drain running from Railway line to Uppar canal and improvements to cross Lanes at Rasu Udayar thottam in Uppalam Constituency,Department of Local Administration||Puducherry Municipality-DLA,20-01-2024 08:00:40,PuducherryTenders GOV NICGEP BOT
2023_UAD_268048_3,Augmentation of Water Supply Works for Newton Chikhli Kalan Under Amrut 2.0 - 3rd Call,Directorate Urban Administration and Development||Join Director-Jabalpur Division - UAD||Chhindwara-Nagar Parishad Newton Chikhli - UAD,20-01-2024 07:33:32,Mptenders GOV BOT
GEM_2024_B_4507721,"dash board camera,43 inch led tv,sofa 5 seater,notice board,foot mat carpet",Ministry of Defence Department of Military Affairs,20-01-2024 05:20:19,GEM BOT
GEM_2024_B_4510292,"SMPS TESTER,NETWORK LAN TESTER,Clamp Meter,Tool Kit,GREASE GUN",Ministry of Defence Department of Military Affairs,20-01-2024 05:06:16,GEM BOT
GEM_2024_B_4493716,"PCI LAN CARD EXPRESS,LOGIC CARD FOR EPSON M100,HOT ROLLER FOR BROTHER PRINTER,PRESSURE ROLLER FOR B",Ministry of Defence Department of Military Affairs,20-01-2024 05:06:31,GEM BOT
GEM_2024_B_4507366,"CRUSHER C 114 200 KG per HR,Pulper 200 KG per HR,HYDRAULIC PRESS 200 KG per HR,Surveillance Grade H",Higher Education Department Jammu and Kashmir,20-01-2024 05:07:35,GEM BOT
GEM_2024_B_4495878,"SHOE SET REAR BRAKE,BATTERY CUT OF SWITCH,AIR PRESSURE PIPE,TAPER ROLLER BRG OUTER,OIL SEAL,PISTON ",Ministry of Defence Department of Military Affairs,20-01-2024 05:09:05,GEM BOT
GEM_2024_B_4505151,"BRUSH CARRIER PLATE,ARMATURE ASSY,FIELD COIL ASSY,SUSPENSION BUSH KIT,ROTARY SWITCH,RELAY 12V,FAN B",Ministry of Defence Department of Military Affairs,20-01-2024 05:09:24,GEM BOT
2024_JKRRD_131448_1,Restoration of damages occurred due to laying of OFC by JIO Digital Fibre Ltd on road from L039 to Ghambir Mughlan Package No JK12197 under PMGSY Distt Rajouri. (Length 05.00 Kms),PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,20-01-2024 07:50:23,Pmgsytenders GOV Nicgep BOT
2024_DHFW_116122_1,Biometric Machines and Web Cameras,Department of Health and Family Welfare||Punjab Health System Corporation||Medical Wing,20-01-2024 08:10:08,PBTenders GOV NICGEP BOT
2024_UPPRD_880313_22,GRAM BAMHORIKALAN ME MUKTIDHAM NIRMAN KARYA,Panchayati Raj Department||Zila Panchayat Lalitpur,20-01-2024 08:43:55,Tendersodisha GOV BOT
2023_EB_404466_1,Procurement of Supply and Erection of CCTV Cameras and its accessories,TNEB Limited||TANGEDCO||CE-NCTPS-II - TANGEDCO||SE-Purchase and Administration-NCTPS-II - TANGEDCO,20-01-2024 08:40:30,Tntenders GOV NIC BOT
2024_PWD_35402_129,"MMPPNA_23_24_231, (1)Construction of Chandan Nagar Bye Lane...",Public Works Roads Department,20-01-2024 02:31:55,Assam GOV NICGEP BOT
2024_PWD_35402_100,"MMPPNA_23_24_286 (i) Construction of Road of Milan Bozar Road (Tengani) Ch. 0.00 km to 1.00 km (L 1.00 km), (ii) Construction of Tamuligaon to Khanguri Path from Ch. 0.00 km to 1.600 km (L 1.600 km) under Mukhya Mantrir Pakipath Nirman Achani for",Public Works Roads Department,20-01-2024 02:32:47,Assam GOV NICGEP BOT
2024_UPEID_882429_1,CONSTRUCTION OF ALL INTERNAL ROADS STREET LIGHTING WORKS EXTERNAL LIGHTING AROUND BUILDINGS DG SET CCTV EXTERNAL ELECTRICAL CONNECTION EXTERNAL PLUMBING WORKS AND GATE COMPLEX WORKS OF DEFENCE INDUSTRIAL CORRIDOR KANPUR NODE in the State of U.P,U.P. Expressways Industrial Development Authority,20-01-2024 05:10:16,Etenders UP NIC BOT
2024_CEPWD_378376_1,Construction of Teen Shed in the land under Gram Panchayat near Devri Dham (Iron Work),PWD - CE AND AS||ACE - JODHPUR||SE-JODHPUR||EE-DIST-I,20-01-2024 03:51:18,Eproc Rajasthan GOV BOT
2024_PWDJK_243316_7,Construction of Covered RCC Drain in Chinar Enclave Lane No. 04 upto Ho Sh. Ali Akbar at Sidhra Jammu,PWD||CE RandB Jammu||SE RandB North Jammu||EE RandB Nagrota,20-01-2024 06:00:25,J&KTenders GOV NICGEP BOT
2024_RDPR_243270_9,CONSTRUCTION OF LANE FROM H/O RAFIQ AHMAD SOFI TO H/O MOHD YOUNIS DAR AT SATOORA,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,20-01-2024 06:01:44,J&KTenders GOV NICGEP BOT
2024_MAWS_410448_1,REVAMPING OF DUMP SITE THROUGH BIO MINING TO RECOVER THE LAND AT ADIRAMPATTINAM MADUKKUR ROAD COMPOST YARD,MAWS||Pattukottai Municipality,20-01-2024 08:47:23,Tntenders GOV NIC BOT
2024_RDTN_409248_25,"Tirunelveli District - Improvement to Roads, Streets and Lanes in Peri urban Village Panchayats under I and A and LPA Funds 2023-24 in Package No.25/LPA/ 2023-24","Rural Development and Panchayat Raj Department||Tirunelveli,RD,TN",20-01-2024 08:51:50,Tntenders GOV NIC BOT
2024_RDTN_406172_2,Providing CC Road to and Drain and to Karikalan Street in Mannivakkam Panchayat at Kattankolathur Panchayat Union,"Rural Development and Panchayat Raj Department||Kancheepuram,RD,TN||KATTANKULATHUR, KANCHEEPURAM,RD,TN",20-01-2024 08:44:18,Tntenders GOV NIC BOT
2024_CEO_46064_1,"SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF OUTDOOR CCTV SURVEILLANCE SYSTEM AT MBB COLLEGE LAKE WITH INTEGRATION TO ICCC IN EPC MODE INCLUDING DLP OF THREE YEARS",Agartala Smart City Ltd. (Urban Development Dept)||CEO Agartala Smart City Ltd.(Urban Development Dept.),20-01-2024 08:50:27,TripuraTenders GOV NICGEP BOT
2024_HAUDD_243276_3,construction of Lane from main road R.S Pura to house of Pawan Rohi Morh Lower Gadigarh ward no. 73 Jammu,HAUDD||Jammu Municipal Corporation,20-01-2024 06:04:23,J&KTenders GOV NICGEP BOT
2024_HRY_346058_1,Construction of shed at meena (SC) chaupal Bhoda kalan under zila parishad scheme,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Gurugram||SDO Panchayati Raj Pataudi,20-01-2024 06:08:15,HRYtenders GOV NICGEP BOT
2024_PWDJK_243235_1,Construction of drain from H/o Mohd Yousuf Pathan to downwards at Gaziabad Lane Ashajipora (Phase-1st),PWD||Chief Engineer South Kashmir||Anantnag Circle||Anantnag Division,20-01-2024 06:07:35,J&KTenders GOV NICGEP BOT
2024_RWD_79946_1,Construction of PCC Road from Nunadanga school to Kontol Murmu Land in Boahra Village (L- 320.00M) Block-Maheshpur,"RWD EinC||RWD CE||RWD SE, DUMKA.||RWD EE, PAKUR.",20-01-2024 06:12:34,JKDTenders GOV NICGEP BOT
2024_RWD_79957_1,Construction of PCC Road from Mosam Sekh Land to Murgadanga Sosotola (L- 443.00M) Block-Maheshpur,"RWD EinC||RWD CE||RWD SE, DUMKA.||RWD EE, PAKUR.",20-01-2024 06:14:05,JKDTenders GOV NICGEP BOT
2024_RWD_79962_1,Construction of PCC Road from Logen Hansda Land to Murgadanga Bridge (L- 345.00M) Block-Maheshpur,"RWD EinC||RWD CE||RWD SE, DUMKA.||RWD EE, PAKUR.",20-01-2024 06:16:25,JKDTenders GOV NICGEP BOT
2024_RDPR_242957_21,Construction of land leveling Badi dabed near the land of Gushi ram W. no. 6in PytDevigarh Block Bhomag Distt. Reasi under NRM PMKSY 2.0 (IWMP) for the year 2023-24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW REASI,20-01-2024 06:19:29,J&KTenders GOV NICGEP BOT
2024_pwd_67879_1,"Design and Cost Estimation for Construction of bridges in Ghat Netra Salan Motor Road (chainage 3.250, 4.600 and 6.550) in District Champawat Constituency Lohaghat under State Sector",PWD||3rd Circle Pithoragarh,20-01-2024 09:01:57,UKtenders GOV NICGEP BOT
2024_NOIDA_882795_1,Emergency work (Fencing with RCC post vacant noida land for safety of land of different village and sectors of work circle-9) Noida,New Okla Industrial Development Authority,20-01-2024 05:14:48,Etenders UP NIC BOT
2024_HPIPH_84296_1,Providing LIS from horticulture land Maghara and Astandli in GP Sari in Tehsil Jubbal Distt Shimla HP,"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP",20-01-2024 05:31:52,HPtenders GOV NICGEP BOT
2024_HRY_346411_1,ANNUAL MAINTENANCE OF LANDSCAPING WORK OF VARIOUS SITES IN MAHENDRAGARH DISTRICT UNDER HORTICULTURE SUB DIVISION ROHTAK (HEAD 2059) FOR THE YEAR 2023-2024. (2 Months) (01.02.2024 to 31.03.2024),Haryana Government||Engineer-in-Chief PW(B and R) Department||SE Hort. Chd.||EE Hort. Gurugram,20-01-2024 05:42:21,HRYtenders GOV NICGEP BOT
2024_UAD_326550_1,"Selection of Consultant for preparation of Detail Project Report DPR including Survey, Design, Contouring, Drawing, Estimating .. Ashok Vihar, Development work area 48700 SQF lump sum Multi story Market Plus parking Plus land spacing ETC Work",Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation - Satna - UAD||General Administration Deptt. - MC Satna - UAD,20-01-2024 07:37:43,Mptenders GOV BOT
2024_WR_116110_1,Providing wire crate with E C Bags to check further erosion of C Land and Katcha Road on R S of Kahnuwan swamp drain at village Aulakh Beri Damage during the ongoing flood season 2023 24,Department of Water Resources||Department of Water Resources||Drainage - Drg Div - Gurdaspur,20-01-2024 08:10:55,PBTenders GOV NICGEP BOT
2024_WR_115958_2,"Barbed Wire fencing around Government land in village Manochahal, Tehsil-Zira, District-Ferozepur, for Khasra No 113",Department of Water Resources||Department of Water Resources||Canal - Harike Canal Div - Harike,20-01-2024 08:11:40,PBTenders GOV NICGEP BOT
2024_WR_115958_1,"Barbed Wire fencing around Government land in village Manochahal, Tehsil-Zira, District-Ferozepur, for Khasra No 112",Department of Water Resources||Department of Water Resources||Canal - Harike Canal Div - Harike,20-01-2024 08:11:58,PBTenders GOV NICGEP BOT
2024_CEMRT_882521_4,Special repair work of Dhaba to Landapul road at Km 9 of Gandevdi Hathnikund road,Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR,20-01-2024 08:36:41,Tendersodisha GOV BOT
2024_RDTN_410948_7,Providing Horizontal soak pit at Veeramani Nagar Center of Agri Land and Canal in Kalappakulam Village Panchayat in Sankarankovil Panchayat Union,"Rural Development and Panchayat Raj Department||Tirunelveli,RD,TN||SANKARANKOIL, TIRUNELVELI,RD,TN",20-01-2024 08:42:50,Tntenders GOV NIC BOT
2024_MDDA_67920_1,RFP INVITED FOR REPUTED PRACTING FIRMS IN THE FIELD OF LANDSCAPING FOR EMPANALMENT IN MUSSOORIE DEHRADUN DEVELOPMENT AUTHORITY,Vice Chairman Mussoorie Dehradun Development Authority Dehradun||Secretary,20-01-2024 09:00:24,UKtenders GOV NICGEP BOT
2024_pwd_67875_1,Appointment of Engineering Consultancy Firm for carrying out Survey and preparation of land plan based on requirement of the Uttarkhand Roadside land control act of various state highways in District Almora,PWD||1st Circle Almora,20-01-2024 09:01:15,UKtenders GOV NICGEP BOT
2024_HRY_345641_1,"Const. of Hall against Condonation at Vill. Rampur, Const. of Hall near Noor Shah Peer at Vill. Nahoni, Const. of I/L tiles street lane No.364 (Dubli road to H/o Billa) at Village Kesri, Block Saha",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Ambala,20-01-2024 06:06:55,HRYtenders GOV NICGEP BOT
2024_RDPR_243133_2,"Constt of lane, drain at village Panjtoot moh school Panchyat Panjtoot Block Samwan.",Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,20-01-2024 06:11:54,J&KTenders GOV NICGEP BOT
2024_HAUDD_243125_1,Repair/renovation of lane and drain with RCC Slab and grating from H/o Dr. Divya Sharma towards main lane No 17 in Ward No 29 under G.I.A 2023-24),HAUDD||Jammu Municipal Corporation,20-01-2024 06:12:29,J&KTenders GOV NICGEP BOT
2024_HAUDD_243120_3,Macadamkization of road from Subash Nagar (Indira Chowk) to Shiv Nagar via Lr. Shiv Nagar to main Bazar back side of A G Office incl. Kabla Singh Lane Subash Nagar W No 26 by way of Providing and Laying of 25mm SDBC incl. WBM grade III (6th Call),HAUDD||Jammu Municipal Corporation,20-01-2024 06:13:01,J&KTenders GOV NICGEP BOT
GEM_2024_B_4510584,"Bacterial incubator, shaking and static,Laminar air flow,Water bath ,2 racks,Autopipette,set,Magnet",Higher Education Department Odisha,20-01-2024 05:21:41,GEM BOT
2024_PWD_12378_1,Providing consultancy service for Field Surveying preparation of DPR all engineering working Drawings Digital layout plan Structural and Architectural design vetting BOQ for Const of Road from Korzok Nurboo Sumdo to Spiti Including Bridges,Public Works Department||Chief Engineer PW(R and B) - Ladakh||PWD Department - Leh||R and B Leh,20-01-2024 06:30:27,LEHTenders GOV NICGEP BOT
2024_BCCL_298987_1,"Complete repairing/over hauling of 400Amp (LT) 440V oil CKT breaker switch, Sl No 30/0114, make - GEC of patherdih VI seam sub station under ASP Colliery",Bharat Coking Coal Limited||BCCL_EJ AREA,20-01-2024 03:09:50,Coalindiatenders NIC Nicgep BOT
GEM_2024_B_4506148,"modular electrical switches and accessories,modular electrical switches and accessories,MCB - Minia",PMO Department of Atomic Energy,20-01-2024 05:10:49,GEM BOT
GEM_2024_B_4508003,"Fuel Filter Element,Assy Auxilary Tank,Relay 24V,Push Button Switch,Ignition Switch",Ministry of Defence Department of Military Affairs,20-01-2024 05:11:26,GEM BOT
GEM_2024_B_4508154,"MASTER CYL ASSY,REGULATER AND BRUSH BOX ASSY,SPEEDOMETER,BIG END CELL,COMBINATION SWITCH,SPARK PLUG",Ministry of Defence Department of Military Affairs,20-01-2024 05:11:36,GEM BOT
GEM_2024_B_4507670,"WIFI CONNECTIVITY DEVICE,CAT 6 CABLE FOR WIFI CONNECTIVITY,POE SWITCH GIGA 4 POR,PC FOR CONFIGURATI",Ministry of Defence Department of Defence Production,20-01-2024 05:11:52,GEM BOT
2024_DOLBU_882815_1,NAGAR PANCHAYAT UMRI KALAN ME 08 NAG HANDPUMPS KA REBOUR KARYE.,Directorate of Local Bodies UP||Nagar Panchayat Umrikalan Moradabad,20-01-2024 05:13:18,Etenders UP NIC BOT
GEM_2024_B_4504899,"Primary element,Secondory element,Spin on filter for lub oil,Fuel hose filter to FIP,Switch solenoi",Ministry of Defence Department of Defence,20-01-2024 05:13:42,GEM BOT
GEM_2023_B_4271910,"6 Amp socket,6 Amp switch,16 amp Socket,16 Amp switch,6 Amp Male Female,5 AMP 3 pin Plug,6 Amp Bed ",Ministry of Defence Department of Military Affairs,20-01-2024 05:15:22,GEM BOT
GEM_2024_B_4510392,"Cat6a,IO,PVC,Jack Panel,PC-3m,PC-2m,Rack,Switch,UPS,CID Phone,KTS,EPABX,VP,Fibre Cable,Voice Cable,",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,20-01-2024 05:15:32,GEM BOT
GEM_2024_B_4507036,"1.82647108510 ON LOAD CHANGEOVER SWITCH, 63 AMP.,2.82647108820 ON LOAD CHANGEOVER SWITCH, 250 AMP.,",Ministry of Mines Materials,20-01-2024 05:15:53,GEM BOT
2024_UPPRD_882675_1,GRAM PANCHAYAT MUSEPUR KALAN ME KHERI LAGUCHA MARG SE OEL SAMPARK MARG PAR JAHEER KE MAKAN SE NAHAR PATARI PAR JUMMAN KE MAKAN TAK C.C. NIRMAN KARYA,Panchayati Raj Department||Zila Panchayat Kheri,20-01-2024 05:16:44,Etenders UP NIC BOT
2024_UPPRD_880313_88,GRAM PATAURAKALAN ME TALAB PAR GHAT NIRMAN KARYA,Panchayati Raj Department||Zila Panchayat Lalitpur,20-01-2024 05:30:57,Etenders UP NIC BOT
2024_UPPRD_880313_15,GRAM NAUHARKALAN ME KHASUA ROAD SE NAUHARKALAN MANDIR KI OR C.C. ROAD NIRMAN,Panchayati Raj Department||Zila Panchayat Lalitpur,20-01-2024 05:41:40,Etenders UP NIC BOT
2024_SCIDC_882435_1,PMAGY Gram Sabha Pahadpur urf Langadpur Gram Panchayat Hetimpur Vikas Khand Ghazipur me Dhakandar naali or solar street light ka karyy.,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,20-01-2024 06:04:31,Etenders UP NIC BOT
2024_MKVVC_327108_1,Bi-metallic Clamp for DTR Brass Pad 50x50x6mm with 20 mm hole fitted on alluminium portion size 70x40x20mm fixing with 06 No. GI Nut and Bolts spring and Plan washer weight 600 gram,Madhya Pradesh Madhya Kshetra Vidyut Vitaran Company Limited||MPMKVVCL - Regional Office Gwalior||MPMKVVCL - Morena,20-01-2024 07:30:23,Mptenders GOV BOT
2024_DLG_116027_1,GIS Based Mapping of Properties using Drone Images and Installation of Property UID Plates,Department of Local Government||Director - Local Government||Regional Deputy Director - Amritsar||Municipal Council - Dina Nagar,20-01-2024 08:29:22,PBTenders GOV NICGEP BOT
2024_DOLBU_881363_6,MOHALLA AALKALAN WARD 06 MEIN BHAGAT KI KOTHI SE JAHID KE MAKAN TAK INTERLOCKING SADAK VE NALI NIRMAN KARYA,Directorate of Local Bodies UP||Nagar Palika Parishad Kairana Shamli,20-01-2024 08:59:55,Tendersodisha GOV BOT
GEM_2024_B_4508797,Fibre Cable for Networking,Ministry of Railways Indian Railways,20-01-2024 05:07:57,GEM BOT
GEM_2024_B_4502731,High Speed Camera,Ministry of Education Department of Higher Education,20-01-2024 05:24:16,GEM BOT
GEM_2024_B_4496611,"Video Conferencing Camera,Speakerphone",Ministry of Power Hydro Power,20-01-2024 05:20:53,GEM BOT
GEM_2024_B_4504994,SECURITY CAMERA F,Backward Classes Department Karnataka,20-01-2024 05:21:57,GEM BOT
GEM_2024_B_4511167,"Pedestal Fan 500 mm,Dash camera for vehicles with display 2 inch high resolution TFT less angle min",Ministry of Defence Department of Military Affairs,20-01-2024 13:19:46,GEM BOT
GEM_2024_B_4511932,"Camera For CCTV System,8 Channal HD DVR Outdoor Camera,Cables Suitable For CCTV System,MONITOR 43 I",Department of Panchayati Raj,20-01-2024 13:18:44,GEM BOT
GEM_2024_B_4505252,"Printer computer,Photocopy Machine,Formating,Motherboard,SMPS,TV shifting,TV repairing,CCTV shiftin",Public Health and Family Welfare Department Madhya Pradesh,20-01-2024 13:18:55,GEM BOT
GEM_2024_B_4511315,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Home Affairs Central Police Organisation,20-01-2024 13:18:23,GEM BOT
GEM_2024_B_4507773,Custom Bid for Services - INSTALLATION AND MAINTENANCE OF CCTV,Ministry of Finance Department of Financial Services,20-01-2024 13:19:08,GEM BOT
GEM_2024_B_4500206,TROLLEY MOUNTED PORTABLE CCTV SYSTEM WITH NVR AND ALL ACCESSORIES,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,20-01-2024 13:19:16,GEM BOT
