,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
68,2024_RDPR_266521_6,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Ganderbal,RDD AND PR,Construction of R wall from Land of Bashir Ahmad Sheikh to house of Habib Ullah Magray at Nagbal Block Ganderbal PRI 159,2024-12-02 09:00,2024-12-09 18:00,1960,,98000,02-12-2024 18:24:03,J&KTenders GOV NICGEP BOT
69,2024_RDPR_266477_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt of lane drain from main road Pyt Ghar Balgara to onwards near H/o Kewal, Bashir and others ,Panchayat Balgara,Block Maira Mandrian under PRI Distt.Capex Budget for the year 2024-25 3RD Call",2024-12-02 09:00,2024-12-07 18:00,5840,,292000,02-12-2024 18:24:21,J&KTenders GOV NICGEP BOT
70,2024_RDPR_266520_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Construction of lane mohalla faqir chand ward no 3 pytKharah. Panchyat KHARAH Block Kharahballi under PRI CAPEX BUDGET for the Year 2024-25,2024-12-02 09:00,2024-12-07 18:00,1940,,97000,02-12-2024 18:24:40,J&KTenders GOV NICGEP BOT
71,2024_RDPR_266520_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Construction of P Work near H O satishkumar at kalah ward no 1 and construction of P Work Lane and allied work nea H O of yashpaul ward no 1 Panchyat KHARAH Block Kharahballi under PRI CAPEX BUDGET for the Year 2024-25,2024-12-02 09:00,2024-12-07 18:00,3920,,196000,02-12-2024 18:24:59,J&KTenders GOV NICGEP BOT
72,2024_RDPR_266437_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane Drain w.No. 6 Daskal and W. No. 4 Daskal Mohalla sarpanch Panchayat Daskal, Block AKHNOOR under PRIs Capex Budget for the year 2024-25 Block Level 2nd call",2024-12-02 09:00,2024-12-07 09:00,4040,,202000,02-12-2024 18:25:17,J&KTenders GOV NICGEP BOT
73,2024_RDPR_266437_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt of lane mohalla master milkhi ram and other w.no.1, Panchayat -Bomal BLOCK - AKHNOOR under Grant PRI (Distt.Capex Budget) for the year 2024-25 Block Level 2nd call",2024-12-02 09:00,2024-12-07 09:00,4900,,245000,02-12-2024 18:25:36,J&KTenders GOV NICGEP BOT
74,2024_RDPR_266518_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"const. of lane drain mohalla sat paul and others wno 5 in panchayat pangali, block khour under the scheme pri plan , capex budget for the year 2024-25 3rd Call",2024-12-02 09:00,2024-12-07 18:00,3880,,194000,02-12-2024 18:26:03,J&KTenders GOV NICGEP BOT
75,2024_RDPR_266471_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Const of Lane and drain H/o Puran chand, tirath ram and moti ram wno 6 in panchayat naryana upper, block khour under the scheme PRI PLAN, capex budget for the year 2024-25 3rd call",2024-12-02 09:00,2024-12-07 18:00,6400,,320000,02-12-2024 18:26:22,J&KTenders GOV NICGEP BOT
76,2024_RDPR_266471_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Construction of room and alied work at datyal near devsthan tara rani in panchayat Mattoo, Block khour under the Scheme PRI Plan for the year 2024-25 3rd call",2024-12-02 09:00,2024-12-07 18:00,6400,,320000,02-12-2024 18:26:48,J&KTenders GOV NICGEP BOT
77,2024_RDPR_266477_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Constt of lane drain from main road Pyt Ghar Balgara to onwards near H/o Kewal, Bashir and others ,Panchayat Balgara,Block Maira Mandrian under PRI Distt.Capex Budget for the year 2024-25 3RD Call",2024-12-02 09:00,2024-12-07 18:00,5840,,292000,02-12-2024 18:27:06,J&KTenders GOV NICGEP BOT
78,2024_RDPR_266471_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Const of Lane and drain H/o Puran chand, tirath ram and moti ram wno 6 in panchayat naryana upper, block khour under the scheme PRI PLAN, capex budget for the year 2024-25 3rd call",2024-12-02 09:00,2024-12-07 18:00,6400,,320000,02-12-2024 18:27:24,J&KTenders GOV NICGEP BOT
79,2024_RDPR_266437_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane Drain w.No. 6 Daskal and W. No. 4 Daskal Mohalla sarpanch Panchayat Daskal, Block AKHNOOR under PRIs Capex Budget for the year 2024-25 Block Level 2nd call",2024-12-02 09:00,2024-12-07 09:00,4040,,202000,02-12-2024 18:27:43,J&KTenders GOV NICGEP BOT
80,2024_RDPR_266433_20,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Rajpura,Constt. of Lane Drain mohalla Ganesh Dass at Rajpura W. No. 2 Pyt Rajpura Block Rajpura under the scheme CD nd pyt sec. for the Year 2024-25.,2024-12-02 09:00,2024-12-07 18:00,5820,,291000,02-12-2024 18:28:01,J&KTenders GOV NICGEP BOT
81,2024_RDPR_266471_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"Construction of room and alied work at datyal near devsthan tara rani in panchayat Mattoo, Block khour under the Scheme PRI Plan for the year 2024-25 3rd call",2024-12-02 09:00,2024-12-07 18:00,6400,,320000,02-12-2024 18:28:20,J&KTenders GOV NICGEP BOT
82,2024_RDPR_266518_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"const. of lane drain mohalla sat paul and others wno 5 in panchayat pangali, block khour under the scheme pri plan , capex budget for the year 2024-25 3rd Call",2024-12-02 09:00,2024-12-07 18:00,3880,,194000,02-12-2024 18:28:38,J&KTenders GOV NICGEP BOT
83,2024_RDPR_266433_22,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Rajpura,Constt. Of Lane Drain from road to house of Tarsem Lal at Kalwal. Pyt chak Dulma Block Rajpura under the scheme CD nd pyt sec. for the Year 2024-25.,2024-12-02 09:00,2024-12-07 18:00,3880,,194000,02-12-2024 18:28:57,J&KTenders GOV NICGEP BOT
84,2024_RDPR_266520_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt. Of Lane drain near h o Lal Choudhary to h o Bodh Raj at village and Pyt. Bahadurpur Block Arnia Under PRI Capex for the year 2024-25,2024-12-02 09:00,2024-12-07 18:00,2900,,145000,02-12-2024 18:29:15,J&KTenders GOV NICGEP BOT
85,2024_RDPR_266433_24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,Samba,Constt.of Lane at W.No.1 C/O Cheman Pyt Badheri Block Samba under the scheme Capex Budget APDP for the Year 2024-25..,2024-12-02 09:00,2024-12-07 18:00,1940,,97000,02-12-2024 18:29:34,J&KTenders GOV NICGEP BOT
86,2024_RDPR_266520_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Construction of lane near HO hans raj ward no 5 pytKharah Panchyat Kharah Block Kharahballi under PRI CAPEX BUDGET for the Year 2024-25,2024-12-02 09:00,2024-12-07 18:00,2340,,117000,02-12-2024 18:29:52,J&KTenders GOV NICGEP BOT
87,2024_RDPR_266518_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,"const. of lane drain near ho ashok kumar wno 7, in pyt manchak block khour, distt jammu under the head capex budget pri plan for the year of 2024-25 3rd Call",2024-12-02 18:30,2024-12-07 18:00,5820,,291000,02-12-2024 18:30:19,J&KTenders GOV NICGEP BOT
88,2024_RDPR_266437_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt./Upgradation of Lane from Link Road to Moh. Naresh Sharma and others at W.No.8 Panchayat Pangiari, Block AKHNOOR under PRIs Capex Budget for the year 2024-25 Block Level 2nd call",2024-12-02 09:00,2024-12-07 09:00,5180,,259000,02-12-2024 18:30:38,J&KTenders GOV NICGEP BOT
89,2024_RDPR_266437_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Constt of lane from main road to house of Suram singh (jattu) at bomal Panchayat -Bomal BLOCK - AKHNOOR under Grant PRI (Distt.Capex Budget) for the year 2024-25 Block Level 2nd call,2024-12-02 09:00,2024-12-07 09:00,4860,,243000,02-12-2024 18:30:57,J&KTenders GOV NICGEP BOT
90,2024_RDPR_266437_1,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Constt of lane From link road to house of suresh kumar at W.NO.4 Panchayat -Bomal BLOCK - AKHNOOR under Grant PRI (Distt.Capex Budget) for the year 2024-25 Block Level 2nd call.,2024-12-02 09:00,2024-12-07 09:00,5840,,292000,02-12-2024 18:31:22,J&KTenders GOV NICGEP BOT
91,2024_RDPR_266411_6,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Baramulla,BARAMULLA,"Construction of changing room and cafeteria near playground Shirpora A, P/H Shirpora A under Area Development Plan PRI bdc 2024-25 Block Sherabad khore",2024-11-30 18:55,2024-12-05 18:55,5960,,298000,02-12-2024 18:31:41,J&KTenders GOV NICGEP BOT
92,2024_RDPR_266437_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Constt of lane from main road sangrampur towards mohalla pali singh chib at W.no.6 Panchayat -Bomal BLOCK - AKHNOOR under Grant PRI (Distt.Capex Budget) for the year 2024-25 Block Level 2nd call,2024-11-30 09:00,2024-12-06 18:00,4920,,246000,02-12-2024 18:33:20,J&KTenders GOV NICGEP BOT
93,2024_RDPR_266434_6,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Ganderbal,RDD AND PR,Development of lane BWO tiling at Govt Primary School Kral Mohalla at Safapora-D Block Safapora CDPyt,2024-11-30 09:00,2024-12-07 18:00,4500,,225000,02-12-2024 18:33:47,J&KTenders GOV NICGEP BOT
94,2024_RDPR_266438_15,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kulgam,KULGAM,CO TILE LANE NHO AB KHALIQ SHAAN AT KILAM B KULGAM,2024-11-30 09:00,2024-12-07 18:00,8820,,294000,02-12-2024 18:34:06,J&KTenders GOV NICGEP BOT
95,2024_RDPR_266437_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,Constt of lane from main road sangrampur towards mohalla pali singh chib at W.no.6 Panchayat -Bomal BLOCK - AKHNOOR under Grant PRI (Distt.Capex Budget) for the year 2024-25 Block Level 2nd call,2024-11-30 09:00,2024-12-06 18:00,4920,,246000,02-12-2024 18:34:24,J&KTenders GOV NICGEP BOT
96,2024_RDPR_266338_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101618-(CONST OF LANES AT DIFFERENT SPOTS AT KKOOT (MASJID SHREEF TAKIYA AND BHAT MOHALLA MASJID SHREEF) (AWANTIPORA)),2024-11-29 18:55,2024-12-07 18:55,3154,,157700,02-12-2024 18:34:43,J&KTenders GOV NICGEP BOT
97,2024_RDPR_266338_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101618-(CONST OF LANES AT DIFFERENT SPOTS AT KKOOT (MASJID SHREEF TAKIYA AND BHAT MOHALLA MASJID SHREEF) (AWANTIPORA)),2024-11-29 18:55,2024-12-07 18:55,3154,,157700,02-12-2024 18:35:01,J&KTenders GOV NICGEP BOT
98,2024_RDPR_266338_65,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109386-(C O LANE FROM H O MOHD ASHRAF LONE TO MASJID KADEEM PULWAMA),2024-11-29 18:55,2024-12-07 18:55,3600,,180000,02-12-2024 18:35:20,J&KTenders GOV NICGEP BOT
99,2024_RDPR_266338_49,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112160-(DEVELOPMENT OF MINOR IRRIGATION CANAL BWO CONCRETING BOTH SIDES OF THE CANAL FROM LAND OF GHULAM HASAN BHAT ONWARDS AT NAZNEENPORA TRAL),2024-11-29 18:55,2024-12-07 18:55,5348,,267400,02-12-2024 18:35:38,J&KTenders GOV NICGEP BOT
100,2024_RDPR_266338_15,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101537-(CONSTT OF LANE FROM HOUSE OF KULWANT SINGH TO NAITER SINGH WITH R WALL AT DIVER TRAL),2024-11-29 18:55,2024-12-07 18:55,3566,,178300,02-12-2024 18:35:57,J&KTenders GOV NICGEP BOT
101,2024_RDPR_266338_17,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,CONSTRUCTION OF LANE (STEPS) FROM MAIN ROAD TO HUSSAIN KHAN AT INDERWALI BLOCK ACHGOOZA),2024-11-29 18:55,2024-12-07 18:55,4698,,234900,02-12-2024 18:36:15,J&KTenders GOV NICGEP BOT
102,2024_RDPR_266338_27,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109851-(CO LANE FROM LO GH QADIR DAR TO MUSHTAQ AHMAD DAR WITH R WALL PH II AT TUJAN),2024-11-29 18:55,2024-12-07 18:55,2200,,110000,02-12-2024 18:36:34,J&KTenders GOV NICGEP BOT
103,2024_RDPR_266338_20,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,CONSTRUCTION OF LANE FROM TANGMARG SCHOOL TO ONWARDS BLOCK ACHGOOZA,2024-11-29 18:55,2024-12-07 18:55,3570,,178500,02-12-2024 18:36:52,J&KTenders GOV NICGEP BOT
104,2024_RDPR_266338_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101818-(CONSTRUCTION OF DRAIN FROM GRAVEYARD TO LAND OF MAQBOOL RATHER ONWARDS AT GUJJERBASTI BLOCK ACHGOOZA),2024-11-29 18:55,2024-12-07 18:55,3000,,150000,02-12-2024 18:37:26,J&KTenders GOV NICGEP BOT
105,2024_RDPR_266338_14,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101250-(CONSTRUCTION OF LANE FROM H O NAZIR AHMAD SHIEKH TO GRAVEYARD BASMANI BATNOOR TRAL PH I),2024-11-29 18:55,2024-12-07 18:55,3560,,178000,02-12-2024 18:37:47,J&KTenders GOV NICGEP BOT
106,2024_RDPR_266338_15,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101537-(CONSTT OF LANE FROM HOUSE OF KULWANT SINGH TO NAITER SINGH WITH R WALL AT DIVER TRAL),2024-11-29 18:55,2024-12-07 18:55,3566,,178300,02-12-2024 18:38:06,J&KTenders GOV NICGEP BOT
107,2024_RDPR_266338_16,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101508-(IMP OF LANE FROM MAIN ROAD TO HOUSE OF NISAR AHMAD SHAH AND GH NABI WANI AT DIVER TRAL),2024-11-29 18:55,2024-12-07 18:55,4556,,227800,02-12-2024 18:38:24,J&KTenders GOV NICGEP BOT
108,2024_RDPR_266338_67,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109283-(CONSTRUCTION OF 02 NO. LANES FROM MAIN ROAD TO H O RAJAB MIR AND FROM MAIN ROAD TO H O GH MOHUIDEEN MIR AT GUTROO ARIPAL.),2024-11-29 18:55,2024-12-07 18:55,3564,,178200,02-12-2024 18:38:43,J&KTenders GOV NICGEP BOT
109,2024_RDPR_266338_84,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112534-(INSTALLATION OF GATE AT PANCHAYAT LAND AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,1582,,79100,02-12-2024 18:39:16,J&KTenders GOV NICGEP BOT
110,2024_RDPR_266338_68,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110042-(CONSTRUCTION OF TILE LANE FROM H O RAJAB BHAT TO S O MOHD ASHRAF BHAT AT SEER ARIPAL.),2024-11-29 18:55,2024-12-07 18:55,3170,,158500,02-12-2024 18:39:50,J&KTenders GOV NICGEP BOT
111,2024_RDPR_266338_93,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101595-(IMPROVEMENT OF ROAD FROM SHERAHMAD TO MANDLAN KARMULLA TRAL),2024-11-29 18:55,2024-12-07 18:55,4556,,227800,02-12-2024 18:40:09,J&KTenders GOV NICGEP BOT
112,2024_RDPR_266338_81,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112235-(CO LANE FROM HO MOHD IQBAL WAGAY TO M.MAQBOOL WAGAY AT GORI MOHALLA PADGAMPORA AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,1374,,68700,02-12-2024 18:40:27,J&KTenders GOV NICGEP BOT
113,2024_RDPR_266338_77,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112230-(IMP OF LANE FROM HO MOHAMMAD AKRAM BHAT TO ONWARDS AT PADGAMPORA AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,1982,,99100,02-12-2024 18:40:46,J&KTenders GOV NICGEP BOT
114,2024_RDPR_266338_81,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112235-(CO LANE FROM HO MOHD IQBAL WAGAY TO M.MAQBOOL WAGAY AT GORI MOHALLA PADGAMPORA AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,1374,,68700,02-12-2024 18:41:04,J&KTenders GOV NICGEP BOT
115,2024_RDPR_266338_86,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110846-(DEV OF LANE FROM HO MUSHTAQ AH SOFI TO MASJID BILAL AT WANDAKPORA AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,2378,,118900,02-12-2024 18:41:22,J&KTenders GOV NICGEP BOT
116,2024_RDPR_266338_60,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101241-(CONST OF DRAIN BOTH SIDES FROM LAND OF GH RASOOL HAJAM TO ONWARDS AT ASHMNEDAR PULWAMA),2024-11-29 18:55,2024-12-07 18:55,4600,,230000,02-12-2024 18:41:41,J&KTenders GOV NICGEP BOT
117,2024_RDPR_266338_81,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425112235-(CO LANE FROM HO MOHD IQBAL WAGAY TO M.MAQBOOL WAGAY AT GORI MOHALLA PADGAMPORA AWANTIPORA),2024-11-29 18:55,2024-12-07 18:55,1374,,68700,02-12-2024 18:41:59,J&KTenders GOV NICGEP BOT
118,2024_RDPR_266338_65,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109386-(C O LANE FROM H O MOHD ASHRAF LONE TO MASJID KADEEM PULWAMA),2024-11-29 18:55,2024-12-07 18:55,3600,,180000,02-12-2024 18:42:18,J&KTenders GOV NICGEP BOT
119,2024_RDPR_266338_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101618-(CONST OF LANES AT DIFFERENT SPOTS AT KKOOT (MASJID SHREEF TAKIYA AND BHAT MOHALLA MASJID SHREEF) (AWANTIPORA)),2024-11-29 18:55,2024-12-02 18:42,3154,,157700,02-12-2024 18:42:36,J&KTenders GOV NICGEP BOT
120,2024_RDPR_266257_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"construction of check dam with allied works near the land of shamimaktherand others at pangala, pyt. kc lower, block nagrota under scheme capex (pri component) for the year 2024-25 (OPEN)",2024-11-29 18:00,2024-12-04 18:00,5840,,292000,02-12-2024 18:42:55,J&KTenders GOV NICGEP BOT
121,2024_RDPR_266257_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"construction of lane, drain with tile work from road to new colony kana near h/o bashirabibi w.no.1, pyt. kc upper block nagrota under scheme capex (pri component) for the year 2024-25 (OPEN)",2024-11-29 18:00,2024-12-04 18:00,4960,,248000,02-12-2024 18:43:13,J&KTenders GOV NICGEP BOT
122,2024_RDPR_266257_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"construction of lane, drain with tile work from road to new colony kana near h/o bashirabibi w.no.1, pyt. kc upper block nagrota under scheme capex (pri component) for the year 2024-25 (OPEN)",2024-11-29 18:00,2024-12-04 18:00,4960,,248000,02-12-2024 18:43:51,J&KTenders GOV NICGEP BOT
123,2024_RDPR_266397_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,Const. lane and drain from h/o ankush kumar to nho dr. gori devi w no.7 and repair and renovation of canal/sua from h/o rashpal chand to h/o bittu chowdhary w no.3 pyt RAIPUR LOWER DOMANA A scheme PRI (capex) year 2024-25 (Pyt Level),2024-11-29 18:00,2024-12-06 18:00,5120,,256000,02-12-2024 18:44:09,J&KTenders GOV NICGEP BOT
124,2024_RDPR_266257_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"repair of lane with allied worksnhoravindersingh, sukhdevsinghand others at w.no.2, pyt. kc upper, block nagrota under scheme capex (pri component) for the year 2024-25 (BLOCK LEVEL)",2024-11-29 18:00,2024-12-04 18:00,6220,,311000,02-12-2024 18:44:41,J&KTenders GOV NICGEP BOT
125,2024_RDPR_266343_7,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,shopian,CO Lane from Main Road to Near HO Mohd Abdullah Wani at Borihalan Block Shopian,2024-11-29 18:00,2024-12-05 18:00,0.00,,99000,02-12-2024 18:45:00,J&KTenders GOV NICGEP BOT
126,2024_RDPR_266383_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O LANE WITH STEPS GOVT GIRLS SCHOOL DEETHU B BLOCK CHITTERGUL,2024-11-29 18:00,2024-12-06 18:00,4860,,243000,02-12-2024 18:45:28,J&KTenders GOV NICGEP BOT
127,2024_RDPR_266397_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,Const. lane and drain from h/o ankush kumar to nho dr. gori devi w no.7 and repair and renovation of canal/sua from h/o rashpal chand to h/o bittu chowdhary w no.3 pyt RAIPUR LOWER DOMANA A scheme PRI (capex) year 2024-25 (Pyt Level),2024-11-29 18:00,2024-12-06 18:00,5120,,256000,02-12-2024 18:45:47,J&KTenders GOV NICGEP BOT
128,2024_RDPR_266383_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O LANE WITH STEPS GOVT GIRLS SCHOOL DEETHU B BLOCK CHITTERGUL,2024-11-29 18:00,2024-12-06 18:00,4860,,243000,02-12-2024 18:46:05,J&KTenders GOV NICGEP BOT
129,2024_RDPR_266357_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE DRAIN AT KANTOWALA WARD NO 7 PYT SHAMMACHAK BLOCK MARH PRI 2024-2025. (2nd Call) (Block Level),2024-11-29 18:00,2024-12-06 18:00,2900,,145000,02-12-2024 18:46:24,J&KTenders GOV NICGEP BOT
130,2024_RDPR_266343_3,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,shopian,Construction of TILE LANE FROM JAMIA MASJID TO H/O GULZAR AHMAD MAGRAY AT PEHLIPORA PAHNOO,2024-11-29 18:00,2024-12-05 18:00,0.00,,147000,02-12-2024 18:46:42,J&KTenders GOV NICGEP BOT
