,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
195,2024_RDPR_266055_27,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110723-(CONST OF LANE FROM MASJID SHARIEF BONGAM TO SHOP OF MAJID AHMAD AT TAHAB PULWAMA),2024-11-27 18:55,2024-12-05 18:55,1980,,99000,02-12-2024 19:14:36,J&KTenders GOV NICGEP BOT
196,2024_RDPR_266055_45,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101260-(CONSTT OF TILED LANE FROM MAIN ROAD TO HOUSE OF MUSHTAQ AHMAD SHEIKH ASSADULLAH SHEIKH AND OTHERS AT SHEIKH MOHALLA CHANDHARA),2024-11-27 18:55,2024-12-05 18:55,4600,,230000,02-12-2024 19:15:18,J&KTenders GOV NICGEP BOT
197,2024_RDPR_266055_45,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101260-(CONSTT OF TILED LANE FROM MAIN ROAD TO HOUSE OF MUSHTAQ AHMAD SHEIKH ASSADULLAH SHEIKH AND OTHERS AT SHEIKH MOHALLA CHANDHARA),2024-11-27 18:55,2024-12-05 18:55,4600,,230000,02-12-2024 19:15:40,J&KTenders GOV NICGEP BOT
198,2023_FD_233367_121,FOREST DEPARTMENT||Chief Conservator of Forests Jammu||CF West Circle Rajouri||Reasi Forest Division,CHAKWALLA,Erection of 101 Nos. of demarcation Boundary Pillars as per approved design at different locations as per tashree burjiat (description of boundary pillar) in Chaklanwallan Forest Compt. 16/Th Thakrakote Range of Reasi Forest Division under CAMPA 2024,2024-11-27 18:00,2024-12-03 18:00,13634,,681700,02-12-2024 19:16:29,J&KTenders GOV NICGEP BOT
199,2024_RDPR_266083_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Construction of Lane/Drain at Ward No. 4 near the H/O Sohan Singh and Onward Panchayat Ranjan lower Block Mathwar BDC (Block Level) (3rd Call),2024-11-27 18:00,2024-12-11 18:00,2920,,146000,02-12-2024 19:17:04,J&KTenders GOV NICGEP BOT
200,2024_RDPR_266048_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of lane drain from the house ashok kumar to h/o garib dass w no 4 moh langar pyt baran block bhalwal under DDC capex budget 2024-25.. (2nd Call) (Block Level),2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:17:30,J&KTenders GOV NICGEP BOT
201,2024_RDPR_265970_16,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXEN OFFICE JAMMU,"Construction of lane/ drain from Mohalla Bhagat Ram and Mohalla SC W.No.7 Pyt. Chilla, Block Nagrota Under scheme CAPEX (PRI component) For the year 2024-25",2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:17:57,J&KTenders GOV NICGEP BOT
202,2024_RDPR_266048_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of lane drain near house of mool raj w no 4 pyt kot lower A khas Block Bhalwal under PRI capex 2024-25. (2nd Call) (Block Level),2024-11-27 18:00,2024-12-03 18:00,2900,,145000,02-12-2024 19:18:15,J&KTenders GOV NICGEP BOT
203,2024_RDPR_266048_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of lane drain from the house ashok kumar to h/o garib dass w no 4 moh langar pyt baran block bhalwal under DDC capex budget 2024-25.. (2nd Call) (Block Level),2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:18:41,J&KTenders GOV NICGEP BOT
204,2024_RDPR_266048_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of lane drain from the house ashok kumar to h/o garib dass w no 4 moh langar pyt baran block bhalwal under DDC capex budget 2024-25.. (2nd Call) (Block Level),2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:18:59,J&KTenders GOV NICGEP BOT
205,2024_RDPR_265970_14,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXEN OFFICE JAMMU,"Construction of lane/drain allied work NHO Ashok Kumar Geeta Devi W.NO.5, Pyt. Chilla, Block Nagrota Under scheme CAPEX (PRI component) For the year 2024-25",2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:19:34,J&KTenders GOV NICGEP BOT
206,2024_RDPR_265970_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"Balance work of lane from link road to h/o Jamble Singh and Punjab Singh W.No 4 Chabba, Pyt. Aithem, Block Nagrota Under scheme CAPEX (PRI componentt) For the year 2024-25 PYT LEVEL",2024-11-27 18:00,2024-12-03 18:00,2140,,107000,02-12-2024 19:19:53,J&KTenders GOV NICGEP BOT
207,2024_RDPR_266091_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW KATHUA,Hiranagar,"Const. of Lane, Drain, Crate Work and Protection wall falling under diffferent panchayats Block Hiranagar . DISTRICT KATHUA",2024-11-27 18:00,2024-12-03 16:00,22140,,1107000,02-12-2024 19:20:11,J&KTenders GOV NICGEP BOT
208,2023_FD_233367_121,FOREST DEPARTMENT||Chief Conservator of Forests Jammu||CF West Circle Rajouri||Reasi Forest Division,CHAKWALLA,Erection of 101 Nos. of demarcation Boundary Pillars as per approved design at different locations as per tashree burjiat (description of boundary pillar) in Chaklanwallan Forest Compt. 16/Th Thakrakote Range of Reasi Forest Division under CAMPA 2024,2024-11-27 18:00,2024-12-03 18:00,13634,,681700,02-12-2024 19:20:37,J&KTenders GOV NICGEP BOT
209,2024_RDPR_265970_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXEN OFFICE JAMMU,"Construction of lane/drain allied work work from Mohalla OBC W.No.4, Pyt. Chilla, Block Nagrota Under scheme CAPEX (PRI component) For the year 2024-25",2024-11-27 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:20:56,J&KTenders GOV NICGEP BOT
210,2024_RDPR_266048_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of lane at the h/o des raj moh rakh near bawa talab pyt baran Block Bhalwal under DDC capex 2024-25. (2nd Call) (Block Level),2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:22:16,J&KTenders GOV NICGEP BOT
211,2024_RDPR_265970_16,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXEN OFFICE JAMMU,"Construction of lane/ drain from Mohalla Bhagat Ram and Mohalla SC W.No.7 Pyt. Chilla, Block Nagrota Under scheme CAPEX (PRI component) For the year 2024-25",2024-11-27 18:00,2024-12-03 18:00,3880,,194000,02-12-2024 19:22:44,J&KTenders GOV NICGEP BOT
212,2024_RDPR_265970_13,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXEN OFFICE JAMMU,"Construction of lane/drain allied work work from Mohalla OBC W.No.4, Pyt. Chilla, Block Nagrota Under scheme CAPEX (PRI component) For the year 2024-25",2024-11-27 18:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:23:02,J&KTenders GOV NICGEP BOT
213,2024_IFC_266045_4,I and FC||CE - I and FC Kashmir,Ganderbal,Construction of Field Channel from land of Mudasir Ahmad Wani to onwards at Tulbagh,2024-11-27 17:00,2024-12-04 16:00,5400,,180000,02-12-2024 19:23:37,J&KTenders GOV NICGEP BOT
214,2024_IFC_266045_3,I and FC||CE - I and FC Kashmir,Ganderbal,Construction of Lining Wall near land of Ajaz Ahmad Wani and others at Tulbagh.,2024-11-27 17:00,2024-12-04 16:00,3900,,130000,02-12-2024 19:23:56,J&KTenders GOV NICGEP BOT
215,2024_IFC_266045_3,I and FC||CE - I and FC Kashmir,Ganderbal,Construction of Lining Wall near land of Ajaz Ahmad Wani and others at Tulbagh.,2024-11-27 17:00,2024-12-04 16:00,3900,,130000,02-12-2024 19:24:22,J&KTenders GOV NICGEP BOT
216,2024_IFC_266045_3,I and FC||CE - I and FC Kashmir,Ganderbal,Construction of Lining Wall near land of Ajaz Ahmad Wani and others at Tulbagh.,2024-11-27 17:00,2024-12-04 16:00,3900,,130000,02-12-2024 19:24:42,J&KTenders GOV NICGEP BOT
217,2024_PHE_266011_1,PHE||CE PHE Jammu||Hydraulic Circle Doda||Division Doda,Evaluation,Providing Laying and fitting of G.I. Pipes in Distribution System of Water Supply Scheme Bhaderwah Town Extension of Gravity main under Languishing/UT Capex (JKSSR 2022),,2024-12-03 13:00,1000,,3000000,02-12-2024 19:25:01,J&KTenders GOV NICGEP BOT
218,2024_HAUDD_266070_1,HAUDD||Srinagar Municipal Corporation,Srinagar,REQUEST FOR PROPOSAL FOR SUPPLY INSTALLATION TESTING AND COMMISSIONING (SITC) OF 125 TPD CD WASTE MANAGEMENT PLANT AT ACHAN LANDFILL SITE OF SRINAGAR CITY,2024-11-27 13:35,2024-12-17 16:00,1500000,2024-12-06 14:00,75000000,02-12-2024 19:25:27,J&KTenders GOV NICGEP BOT
219,2024_RDPR_266021_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kupwara,Ex.Engineer REW Kupwara,Constt. Of land Slide Bund near JamiaMashid ShareefBilalala Batnard Khurhama C,2024-11-27 13:00,2024-12-04 13:00,5820,,194000,02-12-2024 19:25:47,J&KTenders GOV NICGEP BOT
220,2024_RDPR_266021_18,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kupwara,Ex.Engineer REW Kupwara,Constt. Of land Slide Bund near JamiaMashid ShareefBilalala Batnard Khurhama C,2024-11-27 13:00,2024-12-04 13:00,5820,,194000,02-12-2024 19:26:06,J&KTenders GOV NICGEP BOT
221,2024_RDPR_266021_3,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kupwara,Ex.Engineer REW Kupwara,Const of flood channel from land of Ab Hamid Dar to culvert near Bhag Dogger at Cheerkote B,2024-11-27 13:00,2024-12-04 13:00,5910,,197000,02-12-2024 19:26:24,J&KTenders GOV NICGEP BOT
222,2024_RDPR_266038_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW DODA,DODA,Const. Of P/Work Near Land of Kulwant Singh Dhara Pyt Sarna Block Bhaderwah (DDC Grant),2024-11-27 13:00,2024-12-04 18:00,2912,,145600,02-12-2024 19:27:21,J&KTenders GOV NICGEP BOT
223,2024_RDPR_265916_31,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW DODA,DODA,TADSS2425100066-Constt of Protection work near land of Mir Hussain adress and Others Panchayat Gadi A Block Bhagwah (Tribal Sector),2024-11-27 12:00,2024-12-03 18:00,5826,,291300,02-12-2024 19:28:48,J&KTenders GOV NICGEP BOT
224,2024_RDPR_266014_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane Drain mohalla Sham lal sharma W.no 9,Pyt Bharda kalan ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,1940,,97000,02-12-2024 19:29:43,J&KTenders GOV NICGEP BOT
225,2024_RDPR_266014_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane from Peeple tree to H/O Garu ram W.no 6,Pyt Bharda kalan ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,1560,,78000,02-12-2024 19:30:12,J&KTenders GOV NICGEP BOT
226,2024_RDPR_266014_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane Drain at w.no 1 mohalla Takayian,Pyt. Bharda kalan,Block -Akhnoor under PRI Grant Distt.Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:30:31,J&KTenders GOV NICGEP BOT
227,2024_RDPR_266014_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane Drain Rama colony w.no 8 mohalla Master mukesh and pardeep .Pyt. Bharda kalan Block -Akhnoor under PRI Grant Distt.Capex Budget, for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,2540,,127000,02-12-2024 19:30:49,J&KTenders GOV NICGEP BOT
228,2024_RDPR_266014_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt. of Lane from Main road to mohalla Rakesh kumar at ashram colony W.no 5,Pyt Bharda kalan ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,3680,,184000,02-12-2024 19:31:08,J&KTenders GOV NICGEP BOT
229,2024_RDPR_266014_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane Drain at w.no 1 mohalla Takayian,Pyt. Bharda kalan,Block -Akhnoor under PRI Grant Distt.Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:31:27,J&KTenders GOV NICGEP BOT
230,2024_RDPR_266014_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Balance work of lane Drain mohalla school at bandral kalan W.no 9,Pyt Bharda kalan ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25",2024-12-27 19:32,2024-12-03 18:00,3500,,175000,02-12-2024 19:32:01,J&KTenders GOV NICGEP BOT
231,2024_RDPR_266014_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane Drain at w.no 1 mohalla Takayian,Pyt. Bharda kalan,Block -Akhnoor under PRI Grant Distt.Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:32:20,J&KTenders GOV NICGEP BOT
232,2024_RDPR_266018_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kulgam,KULGAM,C/O TILE LANE FROM MAIN ROAD TO G/YARD AT BEEBRADA,2024-11-27 09:00,2024-12-04 18:00,2970,,99000,02-12-2024 19:32:38,J&KTenders GOV NICGEP BOT
233,2024_RDPR_266014_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt.of Lane H/O Captain Skinder lal sharma w.no 4,Pyt Bharda kalan ,Block - Akhnoor Under scheme PRI District Capex Budget for the year 2024-25 Block Level 2nd call.",2024-11-27 09:00,2024-12-03 18:00,1180,,59000,02-12-2024 19:33:02,J&KTenders GOV NICGEP BOT
234,2024_RDPR_266014_4,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Balance work of lane Drain mohalla school at bandral kalan W.no 9,Pyt Bharda kalan ,Block Akhnoor Under scheme PRI District Capex Budget for the year 2024-25",2024-11-27 09:00,2024-12-03 18:00,3500,,175000,02-12-2024 19:33:21,J&KTenders GOV NICGEP BOT
235,2024_RDPR_266018_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Kulgam,KULGAM,C/O TILE LANE FROM MAIN ROAD TO G/YARD AT BEEBRADA,2024-11-27 09:00,2024-12-04 18:00,2970,,99000,02-12-2024 19:34:04,J&KTenders GOV NICGEP BOT
236,2024_RDPR_266026_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Construction of drain along with crross Drainage near land of subash chander and other wno 7 gurha brahmana east Akhnoor Panchayat G.B.East, Block AKHNOOR under BDC Capex Budget for the year 2024-25 Block Level 2nd Call",2024-11-27 09:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:34:23,J&KTenders GOV NICGEP BOT
237,2024_RDPR_266026_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Constt of lane from main road to Mohalla Ramesh Lal, S/O Major Ram, Wd No 9 Panchayat SUNGAL LOWER B AKHNOOR under DDC Grant (Distt.Capex Budget) for the year 2024-25 Block Level 2nd Call",2024-11-27 09:00,2024-12-03 18:00,4520,,226000,02-12-2024 19:34:42,J&KTenders GOV NICGEP BOT
238,2024_RDPR_266026_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,"Const. of lane drain from house of Sanjay to house of Master Shiv kumar moh. Mawa karora pyt. G.B.East Panchayat G.B.East, Block AKHNOOR under DDC Capex Budget for the year 2024-25 Block Level 2nd Call",2024-11-27 09:00,2024-12-03 18:00,2920,,146000,02-12-2024 19:35:00,J&KTenders GOV NICGEP BOT
239,2024_RDPR_266026_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,const. of Lane from Main Road to Kali Mata Mandir Wd No Panchayat BOMAL AKHNOOR under DDC Grant (Distt.Capex Budget) for the year 2024-25 Block Level 2nd Call,2024-11-27 09:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:35:19,J&KTenders GOV NICGEP BOT
240,2024_RDPR_266026_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Jammu,const. of Lane from Main Road to Kali Mata Mandir Wd No Panchayat BOMAL AKHNOOR under DDC Grant (Distt.Capex Budget) for the year 2024-25 Block Level 2nd Call,2024-11-27 09:00,2024-12-03 18:00,3900,,195000,02-12-2024 19:36:23,J&KTenders GOV NICGEP BOT
241,2024_RDPR_265916_24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW DODA,DODA,"Dev of land/levelling, cross drainage and tilework at busstand ghat Pyt Lower Arnora Block Ghat (PRIs Grant)",2024-11-27 09:00,2024-12-03 18:00,7728,,386400,02-12-2024 19:36:42,J&KTenders GOV NICGEP BOT
242,2024_RDPR_265997_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,PULWAMA,Constt of Water Channel from Land Of Late Haji Ab Salam Yattoo to Land Of Late Ab Aziz Ganie and others at circular Road Drussu Pulwama,2024-11-26 18:55,2024-12-04 18:55,3870,,193500,02-12-2024 19:37:08,J&KTenders GOV NICGEP BOT
243,2024_RDPR_265997_1,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,PULWAMA,improvement of sumbal road from land of gh mohi ud din wagay to onwards at draklan,2024-11-26 18:55,2024-12-04 18:55,19916,,995800,02-12-2024 19:37:27,J&KTenders GOV NICGEP BOT
244,2024_PWDJK_265947_1,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Shopian Division,Shopian,Development of Newly Adjoining Villages within MC Shopian by way of Lanes / Drains / Parks etc (Phase I),2024-11-26 18:00,2024-12-16 14:00,857782,2024-11-28 11:00,42889100,02-12-2024 19:37:54,J&KTenders GOV NICGEP BOT
245,2024_PWDJK_265947_1,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Shopian Division,Shopian,Development of Newly Adjoining Villages within MC Shopian by way of Lanes / Drains / Parks etc (Phase I),2024-11-26 18:00,2024-12-16 14:00,857782,2024-11-28 11:00,42889100,02-12-2024 19:39:21,J&KTenders GOV NICGEP BOT
246,2024_PWDJK_265986_2,PWD||Chief Engineer North Kashmir||Baramulla Circle||Tangmarg Division,Tangmarg,Construction of Edge wall / CC drain on Shrai Check Treran near the land of Gh. Nabi Ganie.,2024-11-26 17:00,2024-12-03 16:00,5880,,294000,02-12-2024 19:39:43,J&KTenders GOV NICGEP BOT
247,2024_PWDJK_265986_2,PWD||Chief Engineer North Kashmir||Baramulla Circle||Tangmarg Division,Tangmarg,Construction of Edge wall / CC drain on Shrai Check Treran near the land of Gh. Nabi Ganie.,2024-11-26 17:00,2024-12-03 16:00,5880,,294000,02-12-2024 19:40:01,J&KTenders GOV NICGEP BOT
248,2024_RDPR_265916_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW DODA,DODA,Furnishing work of GMS Grammary Pyt Mallan A Block Bhagwah (PRIs Grant),2024-11-26 16:00,2024-12-03 18:00,4990,,249500,02-12-2024 19:40:50,J&KTenders GOV NICGEP BOT
249,2024_HAUDD_265943_1,HAUDD||Jammu Municipal Corporation,JAMMU,"Construction of lane Road in Sec-3 and 4 Sanjay Nagar in Ward no 46,Jammu",2024-11-26 14:00,2024-12-10 14:00,75200,,3760000,02-12-2024 19:41:40,J&KTenders GOV NICGEP BOT
250,2024_RDPR_265827_15,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of Lane Drain from House of Jagan Nath to house of Dev Raj at ward no 06 Panchayat Gagian Block RS Pura under PRI during the year of 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,2540,,127000,02-12-2024 19:42:34,J&KTenders GOV NICGEP BOT
251,2024_RDPR_265824_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Construction of Lane road to mohalla salarian w no 6 pyt baran Block Bhalwal under PRI capex 2024-25(2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,4440,,222000,02-12-2024 19:42:55,J&KTenders GOV NICGEP BOT
252,2024_RDPR_265827_15,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Constt. Of Lane Drain from House of Jagan Nath to house of Dev Raj at ward no 06 Panchayat Gagian Block RS Pura under PRI during the year of 2024-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,2540,,127000,02-12-2024 19:43:14,J&KTenders GOV NICGEP BOT
253,2024_RDPR_265824_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,JAMMU,Const of LANE/DRAIN MOHALLA BHAGAT BATHERA PYT GHAINK BLOCK BHALWAl SCHEME BDC (CAPEX) 2024-25. (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,5200,,260000,02-12-2024 19:43:33,J&KTenders GOV NICGEP BOT
254,2024_RDPR_265860_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONST OF TILE WORK OF LANE FROM MAIN ROAD TO BABBU RAM HOUSE W.NO3. PYT RAJPURA BLOCK MARH PRI 2024-25 (2nd Call) (Block Level),2024-11-25 18:00,2024-12-03 18:00,5620,,281000,02-12-2024 19:43:52,J&KTenders GOV NICGEP BOT
255,2024_RDPR_265825_17,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Shopian,shopian,Construction of lane with drain from M/R to HO gh nabi mir,2024-11-25 18:00,2024-12-03 18:00,0.00,,197000,02-12-2024 19:44:10,J&KTenders GOV NICGEP BOT
256,2024_RDPR_265788_28,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt. Of lane drain from main road to surinderkumar at ward no 3 village Kothey Barkat Singh Panchayat Chak Agra Block RS Pura under Under capex (PRI) for the Financial year 2024-25. .(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,2340,,117000,02-12-2024 19:44:29,J&KTenders GOV NICGEP BOT
257,2024_RDPR_265702_36,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Detail Estimate for Const of Lane Drain H/o Raj kumar to Roshan lal at ward no 6 village Draptey (pyt Gagian) Under capex (PRI) for the Financial Years 24-25. (Block Level 2nd Call).,2024-11-25 18:00,2024-12-03 18:00,3500,,175000,02-12-2024 19:44:48,J&KTenders GOV NICGEP BOT
258,2024_RDPR_265828_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE NEAR UTTAM SINGH HOUSE TO ONWARDS AT PYT GAJANSOO BLOCK MARH DDC 2024-2025 (2nd Call),2024-11-25 18:00,2024-12-03 18:00,4840,,242000,02-12-2024 19:45:07,J&KTenders GOV NICGEP BOT
259,2024_RDPR_265788_30,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Jammu,Constt. Of lane drain from main road to house of Ajay Kumar at ward no 02 kothey -de-chibay Panchayat Chak Agra Block RS pura under Under capex (PRI) for the Financial year 2024-25.(Block Level 2nd Call),2024-11-25 18:00,2024-12-04 18:00,1760,,88000,02-12-2024 19:45:34,J&KTenders GOV NICGEP BOT
260,2024_RDPR_265702_38,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive engineer REW Jammu,Const of Lane Drain from Jarnail singh to onwards at Agwan Pyt Gondla Block RS Pura Under capex (PRI) for the Financial year 2024-25. (Block Level 2nd Call).,2024-11-25 19:45,2024-12-03 18:00,2920,,146000,02-12-2024 19:45:53,J&KTenders GOV NICGEP BOT
